Wavelength	K000100001.asd	K000100002.asd	K000100003.asd	K000100004.asd	K000100005.asd	K000100006.asd	K000200000.asd	K000200001.asd	K000200002.asd	K000200003.asd	K000200004.asd	K000200005.asd	K000300000.asd	K000300001.asd	K000300002.asd	K000300003.asd	K000300004.asd	K000300005.asd	K000400000.asd	K000400001.asd	K000400002.asd	K000400003.asd	K000400004.asd	K000400005.asd	K000500000.asd	K000500001.asd	K000500002.asd	K000500003.asd	K000500004.asd	K000500005.asd	K000600000.asd	K000600001.asd	K000600002.asd	K000600003.asd	K000600004.asd	K000600005.asd	K000700000.asd	K000700001.asd	K000700002.asd	K000700003.asd	K000700004.asd	K000700005.asd	K000800000.asd	K000800001.asd	K000800002.asd	K000800003.asd	K000800004.asd	K000800005.asd	K000900000.asd	K000900001.asd	K000900002.asd	K000900003.asd	K000900004.asd	K000900005.asd	K001000000.asd	K001000001.asd	K001000002.asd	K001000003.asd	K001000004.asd	K001000005.asd
558	8.43654218527742E-02	0.101792504195241	0.122936426150196	0.112959779562874	0.143327867374846	0.104681926966409	0.12140329022531	0.165133659775259	0.176685505477247	0.164497770209838	0.152690636954786	0.141932831701356	9.90974105495637E-02	0.103858652206308	0.078328716643293	9.04311853954721E-02	0.107859063205047	9.41422956227278E-02	0.203554618767636	0.217215247023318	0.213635842665474	0.101913733142255	0.143838894455596	0.161527586014989	0.116303252901976	0.114402280499674	0.125495510503777	9.43254516063061E-02	0.104439224625795	0.104601662763963	0.12482188814836	0.112164050630289	0.120798720834054	0.103565329400965	0.117977350825293	0.13189703971847	0.160748596505493	0.168462472200707	0.174589897065336	0.119527229922876	0.106502911526235	0.118895971938377	0.114612389683917	0.143057506720874	0.127653330480519	0.118907405058054	0.126689714595418	0.121404920838928	0.135510720546384	0.132720500897479	0.139532150327605	0.105908975487816	0.134727996294676	0.14069530904452	0.156596892404927	0.177850795957289	0.100368608662169	9.38218721320937E-02	0.102181417181866	 0.115079755082468 
559	8.49147340314322E-02	0.10239608164435	0.12354727677407	0.113567661395938	0.144027700160528	0.105284057738959	0.122209677327326	0.16611069354299	0.177627147783915	0.165313645344743	0.153526669897486	0.142745705384753	9.98437687145178E-02	0.104641342900537	7.91430033624884E-02	9.11135236613877E-02	0.108682621962091	9.48453774166385E-02	0.204515497635281	0.217905240592548	0.214503986035157	0.102337273009427	0.144520483456846	0.162211729411071	0.117134394524463	0.115271454860766	0.126393509110709	9.51385421625417E-02	0.105356759677931	0.10545890221153	0.125944091681734	0.113173383810065	0.121742717993765	0.104400494124372	0.118915000267464	0.13291016342101	0.161478458806583	0.169198506778504	0.175334261265935	0.120248459723465	0.107196580529575	0.119676227421985	0.115331167658034	0.14378721505706	0.128387576681692	0.119570237366805	0.127334908321918	0.122106479654255	0.136375377848798	0.13357587240016	0.140309643243563	0.106599797475046	0.135431849899598	0.1416067077828	0.157370799041335	0.178705157976447	0.101071289424889	9.44526494439725E-02	0.10287451803595	 0.115781310533234 
560	8.54356190055136E-02	0.102989047373279	0.124062252114924	0.114093224551473	0.144654880215886	0.10584562088777	0.12297454625193	0.167066843211607	0.178525019711435	0.166058964135372	0.154295462586806	0.14352570647704	0.100510649393142	0.105387828213405	7.99348982222405E-02	9.17337112026004E-02	0.10947244885786	9.54729736936402E-02	0.205410889377482	0.218489514267032	0.21532910542851	0.102738163562092	0.145105721299883	0.162834717185958	0.117922490627673	0.116105415221993	0.127226081346548	9.59121870709438E-02	0.106223400990388	0.106260410413123	0.127017334778671	0.114148337697483	0.122657626373858	0.105217455301561	0.119813227447666	0.13391291839216	0.162130737112018	0.169830399751024	0.17601507602643	0.120901203262951	0.107840943898565	0.120408265467785	0.115990921032644	0.144474531626025	0.129032960601098	0.120191203097844	0.127941824073141	0.122757537343049	0.137219138080299	0.134367080065142	0.141020798761785	0.107266978729132	0.13612935709593	0.142488991094454	0.158109430489914	0.179499602490623	0.101750961579928	9.50771187241397E-02	0.103528116879565	 0.1164358815114 
561	8.60025813850507E-02	0.103678248558651	0.124646968701282	0.11456136195246	0.145218990940927	0.106446678568683	0.123751965523233	0.167960901876992	0.17948985425776	0.166872477729423	0.154991363741143	0.144406251721909	0.101248396197449	0.106240590024977	8.06882460683742E-02	9.24106284482783E-02	0.110177644964131	9.60932116026521E-02	0.206188054603375	0.219082370956322	0.216183357511502	0.103142993340013	0.145690443098254	0.163499434709583	0.118721058611574	0.116975875214705	0.128104706621397	9.66509745883128E-02	0.107181704794607	0.107170774112723	0.128147176047894	0.115205114290647	0.123641132046349	0.106033510868469	0.120827555028842	0.134943335115245	0.16278850292014	0.17045185668315	0.176766671060167	0.121497196428512	0.1085501351361	0.121106851399857	0.116672564611332	0.145140372784469	0.129660620566396	0.120750707836921	0.12850119076013	0.123499163657556	0.138109851604175	0.135226604076111	0.141807913610087	0.108022277130266	0.136966609018835	0.143341446085621	0.158864280892262	0.180352373585187	0.102460522982704	9.56939260466639E-02	0.104194071144222	 0.11713412546921 
562	8.65284506551821E-02	0.104230789032491	0.125196375985514	0.115024818088426	0.145809349379275	0.106891209683479	0.124453243815902	0.168772450054677	0.18026730172537	0.167612725982614	0.155613588156651	0.145202763031393	0.101896741803361	0.107118197274447	8.13595006452357E-02	9.30758786492811E-02	0.110886653447687	9.67469656428059E-02	0.206936464029696	0.21958099122457	0.216973384251284	0.103483105457692	0.146222414280426	0.164053998947314	0.119507887671905	0.117723100194323	0.128946350998649	9.74244339889835E-02	0.108052942709759	0.107915570415201	0.129221660527269	0.116130659587681	0.124529301411824	0.106828683540588	0.121679253289192	0.135962899165462	0.16339973954342	0.171078848518503	0.177314640339968	0.122085104453982	0.109141187763724	0.121711690474245	0.117343572526505	0.145738387114881	0.130212008033869	0.121282079401946	0.129029584440902	0.124127341331287	0.138867080080778	0.136070838635716	0.142621348528914	0.108647726060387	0.137673508124319	0.144125683968095	0.159549440199402	0.181231462016865	0.103071610594566	0.096255445948606	0.104825128807651	 0.117840380408288 
563	8.69744084202521E-02	0.104719911034836	0.125720463097944	0.115472534023686	0.146332466044275	0.107325712853762	0.125156931794335	0.169562442103346	0.180946033523453	0.168217562509922	0.156195512911887	0.14587668807673	0.102500388639701	0.107897287271774	8.19830404742258E-02	9.37033601963864E-02	0.111545950559808	9.73661056878666E-02	0.207653098116165	0.220001027025084	0.217717559069054	0.103746166476977	0.14668096264778	0.164527015213997	0.120207425564498	0.118445434338839	0.129749465629718	9.81716397948773E-02	0.108859814005106	0.108594344937029	0.130254356341489	0.117055215976454	0.125424685958965	0.107625440111962	0.1225468777018	0.136908449406341	0.163935663676652	0.171705540667201	0.177864474737095	0.122606142268555	0.109711343905497	0.122270797864581	0.117900483356295	0.146308193993274	0.13075345013233	0.121756964193375	0.12948311759225	0.124713754390218	0.139607997765395	0.136871187061841	0.143323182006539	0.109228148225979	0.138353115191833	0.144875013817837	0.160210127767243	0.182067260948667	0.103652383067163	9.67754739844641E-02	0.105414458977561	 0.118441145244229 
564	8.73757345318287E-02	0.105200305913239	0.126222008014197	0.115915413560442	0.146776276382143	0.107777026862826	0.12585966900712	0.170340214075727	0.181598212975838	0.168713164792562	0.156724367841719	0.146478140383484	0.103091969742167	0.108583110413031	8.26215690001761E-02	9.42786630493665E-02	0.112190436766801	9.79326664785606E-02	0.208340738489502	0.220379419857469	0.218439269302298	0.103979114409228	0.147099660621796	0.164957815828491	0.120848365186082	0.119177381142775	0.130521725911353	9.88653756242911E-02	0.109650192010281	0.10929749401316	0.13126584830969	0.118023750085345	0.126354067967864	0.108423277511129	0.123493308479209	0.137806647445796	0.164423921220746	0.172307634453445	0.178465736366146	0.1230726267229	0.110307375170843	0.122798898489144	0.118361632873391	0.146866851195922	0.131270804222833	0.122193126761858	0.12986529200641	0.125296716265458	0.140403443736171	0.137645053570613	0.143945918907649	0.10982299128652	0.139035730766478	0.145628464862771	0.1608785987934	0.182878342857529	0.10424819219315	9.72788654311027E-02	0.106003305259212	 0.118972164848986 
565	8.78552392669487E-02	0.105670893441508	0.126686252770027	0.116400347812262	0.147248844806003	0.108088381625973	0.12644110634289	0.171044211561688	0.182237975558232	0.169225098441941	0.157126971050574	0.147149844246411	0.103669677372402	0.109345002218067	8.33649854451918E-02	9.47986056291883E-02	0.112981921000884	9.85042700594083E-02	0.209020274648439	0.220767394583054	0.219156482770725	0.104296400837553	0.147578029372654	0.165380398233541	0.121594253019547	0.119848485679389	0.131276129818139	0.099535136792347	0.110483561617214	0.110065062970465	0.132274590008597	0.118941846199256	0.127224851339868	0.109190358528874	0.124393216123334	0.138799050571125	0.164960933255812	0.172844231118477	0.178927041452986	0.123597955870543	0.110886233510756	0.123257800034175	0.11890303532015	0.147396312559336	0.131639317141503	0.122671968951525	0.1302443811232	0.125845401057083	0.141237026529344	0.138462306938394	0.144742888582869	0.110428365078817	0.139622917814283	0.146425805477012	0.161557978187605	0.18379840285508	0.104856375559464	9.77981170069449E-02	0.106689387050197	 0.119661408044075 
566	0.088164075086975	0.106097065279118	0.127032400548411	0.116838860235951	0.147717065265713	0.10842719761571	0.127018066624236	0.171691690317311	0.182872172571509	0.169689061402865	0.157553011825104	0.147770657459834	0.104148087150148	0.109998193407175	8.40281493392939E-02	9.53146385490053E-02	0.113579711641797	9.90191305835695E-02	0.209687059767363	0.221110229992768	0.21989987162009	0.104474077577674	0.14789483684657	0.165709050528242	0.12224700428512	0.120486887164675	0.131938328690123	0.100211688299809	0.111188568671613	0.110768177241149	0.133183275759479	0.119823312198703	0.128073424253025	0.109966954677853	0.125243770606935	0.139661249340222	0.165372233251527	0.173321309418966	0.179339104474492	0.123978883984236	0.111384307774159	0.123739243908435	0.119346875726611	0.147848796948797	0.132010907348284	0.123092666021411	0.130569634854043	0.126336771411381	0.142007893260349	0.139255730247421	0.145403772865391	0.111004716737169	0.140207671090709	0.147150564321274	0.162244526594088	0.184650863794477	0.105408539269918	9.82535265520607E-02	0.107295103368977	 0.120269379066107 
567	8.84027375750209E-02	0.106464538945706	0.127346533553218	0.117238553505477	0.148107317630906	0.108743818573548	0.127582605945984	0.172259563679677	0.183411142549756	0.170090894576618	0.157946432067865	0.14835199603268	0.10457925873328	0.110601367757231	8.46308851705924E-02	9.57970650354877E-02	0.114045276424349	9.95141680339487E-02	0.21029583080974	0.221380417382787	0.220591657320289	0.104576925194203	0.148117010004764	0.165962004292058	0.122833024234398	0.121085586902157	0.132548979502194	0.100820235538367	0.111827436540215	0.111406552026586	0.134067968707931	0.120691613287915	0.128874878515046	0.110709798163196	0.126044689201135	0.140436205688856	0.165729135407778	0.173729849285711	0.179716503947527	0.124263271450515	0.111786546382518	0.124193399726934	0.11973191760154	0.148227166936191	0.132325239634243	0.123499687922095	0.130832043210782	0.126766818223673	0.14276206222244	0.140005281532657	0.145993619994516	0.111550635620372	0.140738508958922	0.147816772602472	0.162894962848231	0.185457089584804	0.105932617296705	9.86502478119836E-02	0.107838082502857	 0.120847996090419 
568	8.86972733971441E-02	0.106775182445931	0.127697433522882	0.117616220177758	0.148360208231921	0.108973571218954	0.12808820161465	0.172739332651925	0.183783184817065	0.170418561868678	0.158233147743811	0.148908751324246	0.105009826957442	0.111223600576314	8.52082825221223E-02	9.62070506463321E-02	0.114510658318413	0.100013954246793	0.210811152592969	0.221555151711912	0.2211696862751	0.10469100135358	0.148340656214091	0.166175637816931	0.123406377131018	0.121635874537128	0.133156117441564	0.101312721237627	0.112474007669352	0.11200466330249	0.134986733858145	0.121538030423458	0.129606923996015	0.111383144406849	0.126799251084159	0.141205523831444	0.166106288382929	0.174056762201533	0.180050542520292	0.12453829642405	0.112121088920485	0.124558645621978	0.120119479652431	0.148541008643299	0.132514324596323	0.123929051183407	0.131023748525965	0.127140715707749	0.143530815625586	0.140700662957176	0.146611551301717	0.112063802835889	0.141167114176233	0.148452724721129	0.163459261463968	0.186263896957384	0.106449115375263	9.90102841965181E-02	0.10836028681834	 0.12146476538853 
569	8.89272504407296E-02	0.107069158856675	0.127930456508627	0.117929159168281	0.148493453300499	0.109212797599572	0.1284648522765	0.173208997873826	0.184057787367859	0.170623316947956	0.158473440556431	0.149339139078803	0.105319469228774	0.111753380830922	8.56371812537027E-02	9.65498183698422E-02	0.114950490594208	0.100403341904365	0.211267274787466	0.22159760125287	0.221742840593476	0.104696842225193	0.14848031340317	0.166353865748402	0.123903967641633	0.122165894626493	0.133728673624797	0.101840107992733	0.113009078804268	0.112542655851969	0.135772107049839	0.12222188568745	0.13030964042133	0.112059631433109	0.127508245363174	0.141927934007905	0.166353009656512	0.174276237224389	0.180309762182099	0.124785636886511	0.11250824940396	0.124873193268826	0.120452746022803	0.148758482020933	0.132676437489799	0.124254063027822	0.131096013253698	0.127467326740992	0.144138196434587	0.141314437230488	0.147116242731041	0.112495799252656	0.141588863149575	0.149002571976507	0.163890019172384	0.18701899022283	0.10685638321515	9.93332575350704E-02	0.108788797982847	 0.12196889417636 
570	0.089110147861687	0.107286735710801	0.128129250669242	0.11817147599764	0.148630720772554	0.109355952760219	0.128841551055577	0.173596848731913	0.184305323125276	0.170774696850629	0.15869064282316	0.149780769650229	0.105674791171621	0.112171827976651	8.60576997644725E-02	9.68839715550885E-02	0.115373037822084	0.100806929937164	0.211681193335317	0.221565031037099	0.222169817927941	0.104624445231894	0.14856049642517	0.166429336595989	0.124351992097097	0.122552963760671	0.134217611674036	0.102292687998741	0.113529652717799	0.113034948565807	0.136496229632938	0.122897145693475	0.130956273658287	0.112685552633796	0.128173788752717	0.142597029870216	0.166549446236645	0.174474181707492	0.180555468233552	0.124960082582201	0.1128532917005	0.125114217330184	0.120711579294287	0.148974430255086	0.132830363967745	0.124524689426613	0.131141134308151	0.127778940669922	0.144768162222645	0.141925263339289	0.147595416580035	0.112915833779179	0.141968847507354	0.149526559660603	0.164323027139695	0.187735448006392	0.107221532751494	9.95827929044074E-02	0.109220581366131	 0.122450058642085 
571	8.92261145468365E-02	0.107410471447292	0.128291043905755	0.118384729948409	0.14878573468586	0.109413373631638	0.129209694935383	0.173884012982579	0.184515389157519	0.170913527464552	0.158864139642357	0.150239558193248	0.106032710535931	0.112476174167323	8.64965790045673E-02	9.71941371584111E-02	0.115758841553206	0.101198056299899	0.212049130013606	0.221489574767151	0.222497053370486	0.104507956174008	0.148593115353148	0.166409993281174	0.124757932878431	0.122853208443749	0.134617236344928	0.102671289985026	0.114021838517976	0.113478551442653	0.137176047166652	0.123533714355324	0.131533018302346	0.113230287199859	0.128767740074243	0.143200419302845	0.166718239545243	0.174632527806601	0.180767862821432	0.125076387399126	0.113115226295228	0.125316645242316	0.120914267628124	0.149173113461759	0.132947040722503	0.124802351896964	0.13117046547575	0.128056536232543	0.145405737863794	0.142542092268306	0.148036901237572	0.113312764742849	0.142303522291237	0.150017743276686	0.164748896713995	0.188405328007537	0.107556837388122	9.97733164906676E-02	0.109646843300915	 0.122917109391592 
572	8.92409887123956E-02	0.107466451308878	0.128356990002678	0.118636841450655	0.148891925047773	0.109478988349984	0.129468020261523	0.174096882375867	0.184630780046643	0.171052628262255	0.15894794985319	0.150625482909333	0.106216546178812	0.112689148481981	0.086897009671991	9.74207008974777E-02	0.116072031340355	0.1014546320452	0.212357666803284	0.221385966979763	0.222900248741782	0.104382147176629	0.148583686681396	0.166363371655409	0.125118058512839	0.123240439956482	0.134958182457099	0.103055842259707	0.114400877649196	0.113868127900763	0.13779259723714	0.123987876915664	0.132041875143539	0.113693637774995	0.129254917773871	0.143728307738309	0.166841688988397	0.174667842188992	0.180878951849607	0.125190075491142	0.113308514590369	0.125553754520314	0.121105065631352	0.149267426960588	0.132970313350928	0.125143481643095	0.131139631328932	0.128253006448856	0.1459063331552	0.143122366157186	0.148367885003767	0.113624086071047	0.14261232829011	0.150432399536236	0.165064959913815	0.189007113073032	0.107838696192405	9.99567499884118E-02	0.109988598748791	 0.123326134657434 
573	8.93073420680099E-02	0.107588489109687	0.128412199422263	0.118855979950477	0.148969646286216	0.109536232305743	0.129709851965648	0.174281033579318	0.184812674589825	0.171143119937819	0.158995699568323	0.150947469448281	0.10645070878591	0.112978907282484	8.73029536539634E-02	9.76833708997041E-02	0.116324181944322	0.101749869455588	0.2126675606863	0.22130345387502	0.22330623153364	0.104253165057896	0.148583029990276	0.166344911549797	0.125462501168898	0.123576029777761	0.135274362661995	0.103400777226011	0.114786995293075	0.114336841975526	0.138421241169113	0.124511443069825	0.132539729091982	0.11420852665304	0.129795518602975	0.144248936312044	0.166971719371449	0.174696991248103	0.18101120228471	0.125257566326797	0.113592889768768	0.125814149349402	0.121255897333719	0.149368818271696	0.132962986949006	0.125436663274545	0.131114910402397	0.128464503320843	0.14647493910034	0.143667084981338	0.14874454129351	0.11393250576388	0.142880759028258	0.150931417490141	0.165449231157121	0.189541158828844	0.108139200942102	0.100142560507045	0.110331039533292	 0.12377816827222 
574	8.93607569002807E-02	0.10775831476871	0.128527835107716	0.119085518867397	0.149079293750114	0.109562378460815	0.129999983928888	0.174459238759587	0.184976579747603	0.171244270236845	0.159078057236778	0.151298293966623	0.106717504347598	0.113316073196438	8.76330238434656E-02	9.79305346431762E-02	0.116602364558606	0.102100049819372	0.212990470561429	0.221264832165183	0.223697819589401	0.104141317121571	0.148578615827382	0.166353786464674	0.125839243227111	0.123938480817569	0.135611005712772	0.10373791014646	0.115186390461273	0.114826176305647	0.139053869103484	0.125058337794344	0.133009922891314	0.114721488421806	0.130345125491981	0.144751188797628	0.167105026726933	0.174761901021833	0.181177779704983	0.125353583348723	0.113871975828507	0.126043862533339	0.121457911423732	0.149482870237341	0.132967903410016	0.125744945071721	0.131093008711693	0.128714160149925	0.14708023457252	0.144200750000753	0.149118983338571	0.114257616666397	0.143120151569493	0.151440765633191	0.165808201866686	0.190058269641891	0.108442715405288	0.100341775711199	0.110698465226267	 0.124231668797184 
575	8.93731830072447E-02	0.10792818025149	0.128696105432147	0.11932891546786	0.14922087261265	0.109574740312046	0.130343376883783	0.174666350936499	0.185084985382935	0.171384839691473	0.159211177388667	0.151707981596785	0.10696768159414	0.113631964559716	8.78699102529339E-02	0.098123375747666	0.116941464519932	0.102463559968577	0.213331352272451	0.221252393735636	0.224056627036583	0.10404801587798	0.148578409836945	0.166381610459019	0.126244744817868	0.124355883188699	0.13597895904096	0.104095480140046	0.115576327521644	0.1152719245819	0.139677621908382	0.12557403868706	0.133451486469648	0.115196461343475	0.130865051715875	0.145228219990524	0.16725490012414	0.174877217541647	0.181360079226895	0.125525447298574	0.114086680874048	0.126232523900013	0.121752913669383	0.14960529923629	0.133008434705711	0.126092977829346	0.131067614292967	0.12899009496589	0.147673822881389	0.144744125834371	0.14946149084973	0.114589768884438	0.143359337204854	0.15190664305836	0.166096095367883	0.190584784028428	0.108736522291892	0.100560391365529	0.111069402608616	 0.124654245882223 
576	8.94729050764604E-02	0.108033096536301	0.128728323973042	0.119455716922878	0.149237384553505	0.109690420086744	0.130618231312854	0.174983551143079	0.185283687895453	0.171484923346605	0.159287977717345	0.152044793570191	0.107153737585413	0.113836873015927	8.81589395168468E-02	9.82992910222476E-02	0.117236746523224	0.102725625958871	0.213698364555712	0.221160849752775	0.224340255734348	0.103921766700179	0.14866565775087	0.166426927838647	0.126555796876838	0.124672240877424	0.136317776024803	0.104475477636185	0.115900115461252	0.115658436828627	0.140303950263391	0.126083595930581	0.133917333796549	0.115707064014765	0.131405594505468	0.145705027646862	0.167498028806459	0.175025484595675	0.181508998188256	0.125724778153333	0.114341742551198	0.126474029616046	0.122043720594417	0.14974473608719	0.133067710220198	0.126356183637561	0.13104409451056	0.129222887799723	0.148251579825235	0.145309225623392	0.149849554587624	0.114869757534846	0.143661882013514	0.152403920938593	0.166463948212821	0.191080512877473	0.109048373989586	0.100799683766859	0.111333930944318	 0.125079336874855 
577	8.95986696868972E-02	0.108244139161028	0.128931133953232	0.119620974584108	0.149347656269355	0.109776071712628	0.13100578427639	0.175320670455852	0.185539448171005	0.171660283651557	0.159408096744577	0.152377859094028	0.107458716375746	0.114097452095034	8.85571747284626E-02	9.85368842302751E-02	0.117604138128224	0.103009968212438	0.214129320850499	0.221179669905937	0.22463056039735	0.103883593475637	0.148746048952587	0.166527065123034	0.126910491779392	0.125045856929168	0.136660796829959	0.104848721576626	0.116331767782761	0.116088254715629	0.140925175015314	0.126678588821561	0.134465573694978	0.116193399084745	0.131942364028125	0.146254066940794	0.167746064433281	0.175265757064844	0.181687824916224	0.126003335762951	0.114674001642965	0.126777508086209	0.122382657652841	0.149943134330021	0.133233334612842	0.126677008063142	0.131087278702174	0.129565772301286	0.14886215746372	0.145828991210246	0.150305285755276	0.115241659146364	0.143957061808514	0.152890990027724	0.166842337524195	0.191564548039074	0.109357472886894	0.101048236452224	0.111674389978639	 0.125546234111762 
578	8.97226105293529E-02	0.108490973330067	0.129214665349943	0.119871578591528	0.14950684319837	0.10983146650257	0.131471217432839	0.175657482902135	0.185819480819225	0.171886991987655	0.159584932850444	0.152736895047703	0.107806833240898	0.114437551875288	0.089008951197515	9.88424419097107E-02	0.118006503178115	0.103346888810405	0.21458691957902	0.221266265023769	0.224948519422049	0.103927443710745	0.148799516959529	0.166635587993785	0.127297721603227	0.125447274584672	0.137045096911777	0.105214128732899	0.116783248909826	0.11653231790759	0.141525962490082	0.127291791656089	0.135054763274408	0.116672492763437	0.132474510947872	0.14683124093127	0.168000530369627	0.175546527504663	0.18190329144215	0.126307822078252	0.115013459893906	0.12706968457045	0.12272593274825	0.150184369173623	0.13347848116929	0.127023451409444	0.131170713406687	0.129968298155765	0.149473107039884	0.146353215631934	0.150762935719059	0.115652966965975	0.144260900013922	0.153379871369434	0.167177476522118	0.192056103431816	0.109666851450811	0.101287442130371	0.112072028852347	 0.126007503740846 
579	0.089836737272978	0.108648825620195	0.129377702896672	0.120204266494003	0.149599046868544	0.109912541038595	0.131906637599904	0.176003238524931	0.186095231640849	0.172097096573063	0.159788418379731	0.153133305935654	0.108054959702576	0.114819277733419	8.94202193826508E-02	9.91738420562008E-02	0.118368504182039	0.103721081297438	0.215019465538125	0.221309806683511	0.225292511796167	0.103995485114526	0.148849621558359	0.166696512117201	0.127664938103994	0.125798328705605	0.137490671428594	0.105584908403577	0.117116989753183	0.116931787039016	0.142106320577923	0.127825593949044	0.135612011107202	0.117183008359013	0.133012314302324	0.147362056104067	0.168291240181759	0.175796629427805	0.182146747769997	0.126553901629031	0.115274870728449	0.1272790820199	0.123024979551903	0.150428702862043	0.133730471474612	0.127321080127026	0.1312412294637	0.130320983857901	0.150038331464351	0.146953326281956	0.151139882065572	0.115997103055065	0.144603966802467	0.153894229026871	0.167445262377726	0.192573631180545	0.109987083229677	0.101505546584289	0.112438063793243	 0.126402477829383 
580	8.99907280044546E-02	0.108915792543695	0.129617159762722	0.120612017975495	0.14978147731655	0.110069824219911	0.132353574030853	0.176375530949545	0.186408565362973	0.172333248934006	0.159951676288344	0.153553767247682	0.108357281542739	0.115234613208511	8.98359659431182E-02	9.94217711903315E-02	0.118791118083013	0.104089157948809	0.215498531898848	0.22141466843491	0.225694129472884	0.104082506934364	0.148993629282312	0.166825089192829	0.128098953492655	0.126216707477628	0.137899945395074	0.105987588538219	0.117604834257008	0.117403915618562	0.142778153291223	0.128439542239066	0.136175844369692	0.117701616675066	0.133576495966249	0.147920658714027	0.168590264304012	0.176137293259811	0.182472057186878	0.126745622892324	0.115596912581365	0.127583375584714	0.123444369309088	0.150664322905353	0.13397457165476	0.127701272220566	0.131344176981187	0.130708600522874	0.150649605847463	0.147521058238573	0.151502153494065	0.116377488626627	0.144887382844341	0.154399112551544	0.167778933469176	0.193128536119812	0.110315314857826	0.101750938635585	0.112805388603794	 0.126835624693276 
581	9.01350498942287E-02	0.109182357342204	0.129770770001124	0.120969035401733	0.149924303309181	0.110215671200201	0.132734808639337	0.176705948421148	0.186668721126369	0.172566566892538	0.160115277321096	0.153958116025198	0.108673171269124	0.115575789409723	9.01637054907462E-02	9.96742718025564E-02	0.119173756522834	0.104421064685726	0.215987905679741	0.221506085402392	0.226066537886009	0.104111887687829	0.149109298868282	0.166936375132901	0.128514558652084	0.126582548442304	0.138312840433526	0.106349027821562	0.118076841991218	0.11789794795376	0.143427645186163	0.129059402357425	0.136695562628641	0.118202795148129	0.134146038451756	0.148477123874255	0.168885277851051	0.176430530183465	0.182770465873751	0.12695205670394	0.115917089872527	0.127916600285384	0.123824013914818	0.150904971690498	0.134178830175585	0.128026723212067	0.131452624612066	0.131122281853705	0.151240804522224	0.148053612132612	0.151899206917726	0.116730972389979	0.145152746013913	0.15489370178641	0.168113276548993	0.193653705249763	0.11063932464129	0.101969359581096	0.113135987564235	 0.127246445032685 
